ticker,yahoo_symbol,company,sector,entry_date,entry_price,price_3y,mult_3y,price_5y,mult_5y,peak_price_5y,peak_mult_5y,holding_years_available,label,data_source,verified,notes
TORNTPHARM,TORNTPHARM.NS,Torrent Pharmaceuticals,Pharma,2014-01-01,197.6517,584.2115,2.956,804.236,4.069,831.1186,4.205,5.0,multibagger,yfinance (auto_adjust=splits+dividends),True,role=winner; discovery=branded generics; entry~2014-01-01; hist 2002-07-01..2026-07-10; 5y_window_complete=True; label_basis=peak reached >=3x within window
CAPLIPOINT,CAPLIPOINT.NS,Caplin Point Laboratories,Pharma,2014-07-01,45.0483,530.4191,11.774,437.536,9.713,727.9707,16.16,5.0,multibagger_strong,yfinance (auto_adjust=splits+dividends),True,role=winner; discovery=ACE +25640% Nov-2017; ground_truth; entry~2014-07-01; hist 2014-06-23..2026-07-10; 5y_window_complete=True; label_basis=peak reached >=5x within window
CIPLA,CIPLA.NS,Cipla,Pharma,2015-01-01,581.4344,571.3703,0.983,449.4203,0.773,686.2422,1.18,5.0,non_multibagger,yfinance (auto_adjust=splits+dividends),True,"role=control; discovery=flat 2015-2020; entry~2015-01-01; hist 1996-01-01..2026-07-10; 5y_window_complete=True; label_basis=full 5y, realized 5y <1.5x"
DRREDDY,DRREDDY.NS,Dr Reddy's Laboratories,Pharma,2015-01-01,593.4083,452.6152,0.763,550.9942,0.929,807.9122,1.361,5.0,non_multibagger,yfinance (auto_adjust=splits+dividends),True,"role=control; discovery=flat 2015-2020; entry~2015-01-01; hist 1996-01-01..2026-07-10; 5y_window_complete=True; label_basis=full 5y, realized 5y <1.5x"
LUPIN,LUPIN.NS,Lupin,Pharma,2015-01-01,1344.9904,843.7533,0.627,746.0109,0.555,1992.5052,1.481,5.0,non_multibagger,yfinance (auto_adjust=splits+dividends),True,"role=control; discovery=US-generics laggard 2015-2020; entry~2015-01-01; hist 2001-09-10..2026-07-10; 5y_window_complete=True; label_basis=full 5y, realized 5y <1.5x"
SUNPHARMA,SUNPHARMA.NS,Sun Pharmaceutical,Pharma,2015-01-01,750.9713,530.2834,0.706,405.0125,0.539,1068.0015,1.422,5.0,non_multibagger,yfinance (auto_adjust=splits+dividends),True,"role=control; discovery=large pharma down 2015-2020; entry~2015-01-01; hist 1996-01-01..2026-07-10; 5y_window_complete=True; label_basis=full 5y, realized 5y <1.5x"
JBCHEPHARM,JBCHEPHARM.NS,J B Chemicals & Pharma,Pharma,2016-01-01,123.9988,139.8748,1.128,480.8436,3.878,531.763,4.288,5.0,multibagger,yfinance (auto_adjust=splits+dividends),True,role=winner; discovery=branded generics compounder; entry~2016-01-01; hist 2002-07-01..2026-07-10; 5y_window_complete=True; label_basis=peak reached >=3x within window
POLYMED,POLYMED.NS,Poly Medicure,Pharma,2016-01-01,184.4814,216.53,1.174,500.9923,2.716,530.7332,2.877,5.0,intermediate,yfinance (auto_adjust=splits+dividends),True,"role=winner; discovery=medical devices compounder; entry~2016-01-01; hist 2011-12-07..2026-07-10; 5y_window_complete=True; label_basis=full 5y, peak <3x and realized 5y in [1.5x,3x)"
APLLTD,APLLTD.NS,Alembic Pharmaceuticals,Pharma,2017-01-01,540.6387,508.0095,0.94,763.89,1.413,1057.7811,1.957,5.0,non_multibagger,yfinance (auto_adjust=splits+dividends),True,"role=winner; discovery=branded/generic pharma; entry~2017-01-02; hist 2011-09-20..2026-07-10; 5y_window_complete=True; label_basis=full 5y, realized 5y <1.5x"
LALPATHLAB,LALPATHLAB.NS,Dr Lal PathLabs,Pharma,2017-01-01,509.8496,731.2549,1.434,1846.032,3.621,2032.6276,3.987,5.0,multibagger,yfinance (auto_adjust=splits+dividends),True,role=winner; discovery=diagnostics chain (listed 2015); entry~2017-01-02; hist 2015-12-23..2026-07-10; 5y_window_complete=True; label_basis=peak reached >=3x within window
LAURUSLABS,LAURUSLABS.NS,Laurus Labs,Pharma,2017-01-01,93.7461,71.6831,0.765,531.6536,5.671,698.0323,7.446,5.0,multibagger_strong,yfinance (auto_adjust=splits+dividends),True,role=winner; discovery=API/ARV re-rating (listed 2016); entry~2017-01-02; hist 2016-12-19..2026-07-10; 5y_window_complete=True; label_basis=peak reached >=5x within window
GLAND,GLAND.NS,Gland Pharma,Pharma,2021-06-01,3020.6509,1804.5454,0.597,2292.3999,0.759,4232.7358,1.401,5.0,non_multibagger,yfinance (auto_adjust=splits+dividends),True,"role=winner; discovery=injectables CDMO (listed 2020); entry~2021-06-01; hist 2020-11-20..2026-07-10; 5y_window_complete=True; label_basis=full 5y, realized 5y <1.5x"
RCOM,RCOM.NS,Reliance Communications,Telecom,2010-01-01,169.3026,73.76,0.436,83.25,0.492,198.0845,1.17,5.0,non_multibagger,yfinance (auto_adjust=splits+dividends),True,"role=destroyer; discovery=insolvency 2019; destroyers.csv; entry~2009-12-31; hist 2002-08-12..2026-07-10; 5y_window_complete=True; label_basis=full 5y, realized 5y <1.5x"
DISHTV,DISHTV.NS,Dish TV India,Telecom,2017-01-01,83.8174,12.8,0.153,18.45,0.22,108.4783,1.294,5.0,non_multibagger,yfinance (auto_adjust=splits+dividends),True,"role=destroyer; discovery=obsolescence/pledge; destroyers.csv; entry~2017-01-02; hist 2007-04-18..2026-07-10; 5y_window_complete=True; label_basis=full 5y, realized 5y <1.5x"
HATHWAY,HATHWAY.NS,Hathway Cable & Datacom,Telecom,2017-01-01,35.8,19.8,0.553,21.9,0.612,54.2,1.514,5.0,non_multibagger,yfinance (auto_adjust=splits+dividends),True,"role=destroyer; discovery=cable obsolescence; destroyers.csv; entry~2017-01-02; hist 2010-02-25..2026-07-10; 5y_window_complete=True; label_basis=full 5y, realized 5y <1.5x"
IDEA,IDEA.NS,Vodafone Idea,Telecom,2017-01-01,45.1925,6.1,0.135,15.35,0.34,72.1151,1.596,5.0,non_multibagger,yfinance (auto_adjust=splits+dividends),True,"role=destroyer; discovery=AGR/price-war; destroyers.csv; entry~2017-01-02; hist 2007-03-09..2026-07-10; 5y_window_complete=True; label_basis=full 5y, realized 5y <1.5x"
RELINFRA,RELINFRA.NS,Reliance Infrastructure,Utilities,2010-01-01,991.1422,467.0893,0.471,474.6304,0.479,1057.3398,1.067,5.0,non_multibagger,yfinance (auto_adjust=splits+dividends),True,"role=destroyer; discovery=ADA leverage; destroyers.csv; entry~2009-12-31; hist 1996-01-01..2026-07-09; 5y_window_complete=True; label_basis=full 5y, realized 5y <1.5x"
RPOWER,RPOWER.NS,Reliance Power,Utilities,2010-01-01,151.9444,91.4507,0.602,61.1304,0.402,186.869,1.23,5.0,non_multibagger,yfinance (auto_adjust=splits+dividends),True,"role=destroyer; discovery=ADA governance; destroyers.csv; entry~2009-12-31; hist 2008-02-11..2026-07-10; 5y_window_complete=True; label_basis=full 5y, realized 5y <1.5x"
NTPC,NTPC.NS,NTPC,Utilities,2011-01-01,98.5032,73.2667,0.744,82.4411,0.837,99.1659,1.007,5.0,non_multibagger,yfinance (auto_adjust=splits+dividends),True,"role=control; discovery=PetroBazaar -47% decade (pre-2021); entry~2010-12-31; hist 2004-11-05..2026-07-10; 5y_window_complete=True; label_basis=full 5y, realized 5y <1.5x"
POWERGRID,POWERGRID.NS,Power Grid Corp,Utilities,2011-01-01,31.3818,33.9855,1.083,49.8519,1.589,54.7111,1.743,5.0,intermediate,yfinance (auto_adjust=splits+dividends),True,"role=control; discovery=regulated utility modest; entry~2010-12-31; hist 2007-10-05..2026-07-10; 5y_window_complete=True; label_basis=full 5y, peak <3x and realized 5y in [1.5x,3x)"
TATAPOWER,TATAPOWER.NS,Tata Power,Utilities,2011-01-01,106.4177,73.7616,0.693,59.4094,0.558,109.1726,1.026,5.0,non_multibagger,yfinance (auto_adjust=splits+dividends),True,"role=control; discovery=BusinessInsider decade flat (pre-2021); entry~2010-12-31; hist 1996-01-01..2026-07-10; 5y_window_complete=True; label_basis=full 5y, realized 5y <1.5x"
